126317	1976	01	02
4226252	1967	09	02
4256547	1972	02	10
16783909	2006	06	20
127036	1976	01	29
4226417	1967	09	12
4238988	1969	07	03
4269324	1973	10	14
4293790	1968	01	19
127835	1976	03	01
1185668	1976	01	29
4243390	1970	02	05
128625	1976	03	11
4239808	1969	08	08
4271083	1974	01	19
129561	1976	04	10
4241929	1969	12	01
4271734	1974	02	14
4322766	1971	04	13
4322767	1971	04	13
4412819	1974	12	19
4436826	1975	02	27
131188	1976	07	06
6038019	1967	10	22
134135	1976	11	01
956859	1976	11	01
1151397	1975	10	21
1214220	1976	04	10
4263682	1973	01	05
135840	1977	01	03
135841	1977	01	03
933019	1976	08	23
5921840	1967	01	09
136511	1977	01	25
138737	1977	04	25
5499743	1971	03	31
5664234	1968	09	13
5664235	1968	09	13
16992281	2010	06	29
139469	1977	05	27
140933	1977	07	18
4148752	1974	02	22
141497	1977	08	12
141498	1977	08	12
4281835	1975	06	26
141504	1977	08	12
5090988	1971	08	18
142145	1977	09	17
143527	1977	11	25
6040161	1967	11	05
144795	1978	01	27
14268952	1965	06	01
147339	1978	05	17
5033026	1972	08	09
148510	1978	07	15
4254318	1971	09	23
148511	1978	07	24
149860	1978	09	25
152810	1979	02	23
154562	1979	05	24
845820	1977	05	12
4350770	1973	08	06
154563	1979	05	24
155158	1979	06	11
155160	1979	06	11
158085	1979	11	29
158643	1979	12	18
4277582	1974	11	12
159356	1980	01	24
182969	1976	10	20
192879	1977	06	22
4253675	1971	08	18
159946	1980	02	28
4257030	1972	03	03
165283	1975	07	24
5501487	1971	04	13
4295699	1968	04	28
4295700	1968	04	28
4303656	1969	03	27
4335804	1972	06	13
4338692	1972	08	22
4342522	1972	12	01
4346989	1973	04	06
5016365	1972	06	13
5498509	1971	03	24
4346992	1973	04	06
4357939	1974	02	14
4323935	1971	05	26
6040582	1967	11	05
166162	1975	09	09
4323273	1971	04	26
5921834	1967	01	09
166163	1975	09	09
4263683	1973	01	05
4307709	1969	09	05
4346991	1973	04	06
166717	1975	10	03
4582148	1973	11	30
5914248	1966	12	02
5919563	1966	12	30
5551401	1971	05	26
5500776	1971	04	03
5943003	1966	10	09
167894	1975	10	30
4342002	1972	11	16
168358	1975	11	08
171018	1976	01	14
4683097	1973	03	05
4724835	1973	10	14
6051782	1967	12	16
171378	1976	01	29
4299623	1968	10	17
4113958	1972	08	22
4364541	1974	07	31
175154	1976	04	10
4822587	1974	06	12
14005158	1962	12	01
176347	1976	05	25
4310944	1970	01	06
4413861	1974	12	16
4424185	1975	01	06
4764433	1974	02	22
5780554	1969	06	05
5780555	1969	06	05
177759	1976	07	06
1142216	1975	10	10
4382031	1967	09	12
5501051	1971	04	06
180281	1976	08	23
181560	1976	10	01
181564	1976	10	02
1079349	1975	08	04
4332379	1972	03	17
4357959	1974	02	22
5501491	1971	04	13
181565	1976	09	25
5770889	1969	07	03
181566	1976	09	25
182959	1976	10	20
4371618	1975	01	15
4546199	1974	09	07
5497540	1971	03	20
182966	1976	10	20
5145721	1972	06	19
16992436	2010	06	29
182967	1976	10	20
4341934	1972	11	16
4341935	1972	11	16
183215	1976	10	20
1142253	1975	10	08
184272	1976	12	01
184273	1976	12	01
4368961	1974	10	24
4371279	1975	01	15
184867	1977	01	03
4303919	1969	04	08
185619	1976	12	30
1057775	1975	11	25
1061105	1976	04	01
4323936	1971	05	26
4352227	1973	09	12
4679686	1974	12	18
189009	1977	03	15
4346702	1973	04	02
4371138	1975	01	15
4838799	1974	08	28
1080198	1975	11	05
1083431	1976	07	06
5579661	1971	07	22
190338	1977	04	25
402438	1977	04	25
4345438	1973	03	01
19431309	2009	07	29
1084163	1976	09	02
190385	1977	04	28
1079538	1975	09	09
191597	1977	05	27
5033025	1972	08	09
192883	1977	06	22
4341937	1972	11	16
195041	1977	08	12
4702152	1973	07	02
5557075	1971	09	03
4387376	1969	02	16
5499819	1971	03	31
5821870	1969	11	05
6050606	1967	12	14
196070	1977	09	17
196071	1977	09	17
4341936	1972	11	16
197201	1977	10	28
197233	1977	10	28
4545183	1974	06	26
4838798	1974	08	28
198534	1977	11	25
1177118	1975	12	30
1206573	1976	03	20
5103422	1971	07	06
200735	1978	01	27
4693676	1973	05	18
4476228	1975	06	13
202359	1978	03	10
4357999	1974	02	22
4362638	1974	06	12
202699	1978	03	29
994042	1977	01	29
1030703	1977	06	11
4338962	1972	08	25
203675	1978	04	17
978579	1977	01	03
1084925	1976	09	25
1133776	1975	08	18
203677	1978	04	17
204772	1978	05	17
864617	1977	07	18
265573	1977	05	12
205624	1978	06	12
4155767	1975	05	10
206305	1978	07	15
647160	1978	07	15
206683	1978	07	15
650439	1978	07	15
4356843	1974	01	19
206691	1978	07	24
301278	1977	07	29
208083	1978	09	01
894538	1977	10	14
209170	1978	09	15
209171	1978	09	15
209175	1978	09	25
209176	1978	09	25
303699	1978	01	27
1142124	1975	09	18
209177	1978	09	25
932668	1976	08	23
4330695	1972	01	31
4995386	1971	06	18
209178	1978	09	25
4349772	1973	07	02
212550	1978	12	27
212551	1978	12	27
4366432	1974	09	19
212556	1978	12	27
890030	1977	10	28
212557	1978	12	27
302858	1977	11	25
850159	1977	05	27
903896	1977	11	25
214543	1979	02	26
214546	1979	02	26
4305798	1969	06	25
4443920	1975	04	16
4818486	1974	05	28
215757	1979	03	28
217983	1979	05	24
217986	1979	05	24
5498453	1971	03	24
217984	1979	05	24
4689622	1973	05	02
218204	1979	05	26
559758	1977	08	12
218667	1979	06	11
219185	1979	06	11
894612	1977	10	28
219186	1979	06	11
625014	1978	04	17
220376	1979	07	25
438768	1979	07	25
874889	1977	08	12
4542368	1973	11	12
4764430	1974	02	22
5761944	1969	02	16
5972158	1967	09	12
220410	1979	07	16
1185611	1976	01	14
4920320	1970	12	21
220415	1979	07	16
300785	1977	06	11
220607	1979	07	25
6065878	1968	02	13
222897	1979	09	25
671308	1978	09	15
222898	1979	09	25
222899	1979	09	25
5315414	1971	12	09
1263139	1976	07	06
5636994	1968	04	08
14228133	1965	03	01
224167	1979	10	17
224168	1979	10	24
4299014	1968	09	25
224169	1979	10	24
1202194	1976	03	01
224172	1979	10	24
224173	1979	10	24
224174	1979	10	24
225472	1979	11	29
845829	1977	05	12
225473	1979	11	29
279668	1978	12	27
915768	1977	12	29
227507	1980	01	19
4838801	1974	08	28
5354999	1970	01	10
229214	1980	02	28
307600	1978	09	25
630039	1978	05	17
1059136	1976	02	02
1194885	1976	02	13
13651579	1959	12	01
229215	1980	02	28
416201	1978	05	17
416202	1978	05	17
820701	1976	09	25
229216	1980	02	28
4144241	1973	05	18
230333	1980	03	27
1087933	1977	04	15
5543416	1971	03	31
231101	1980	04	25
231651	1980	05	14
536912	1980	05	14
536913	1980	05	14
633119	1978	05	17
633122	1978	05	17
4326306	1971	08	18
231652	1980	05	14
14324992	1965	11	01
4536612	1972	02	16
240472	1975	12	11
5483102	1971	01	15
5498460	1971	03	24
262376	1981	10	25
262418	1981	10	25
303289	1977	12	29
262388	1981	10	25
894255	1977	10	28
1018270	1977	04	15
5503279	1971	04	25
262397	1981	10	29
4415790	1974	12	19
262547	1981	11	24
438769	1979	07	25
4683099	1973	03	05
265515	1977	05	20
1065905	1976	10	02
266215	1977	06	30
1249721	1976	04	15
268657	1977	10	14
270733	1978	01	27
270738	1978	01	27
1018274	1977	04	15
272669	1978	04	17
1086359	1976	12	30
273901	1978	06	17
273928	1978	06	17
277951	1978	10	25
279017	1978	12	02
279669	1978	12	27
1206540	1976	03	11
284372	1979	05	26
308995	1978	12	27
284376	1979	05	26
286336	1979	07	25
566794	1978	09	25
903906	1977	11	25
287043	1979	08	16
701357	1978	12	29
288085	1979	09	25
4226776	1967	10	12
4449073	1975	05	10
5025745	1972	07	20
291023	1979	12	18
291956	1980	01	28
1249759	1976	04	15
299947	1977	03	21
19873566	2010	06	22
301189	1977	07	18
4536963	1972	06	15
4545185	1974	06	26
4547276	1974	12	18
301525	1977	08	25
1158976	1975	11	22
4105112	1971	10	14
4120610	1973	05	04
4135001	1974	09	11
4995387	1971	06	18
5527236	1973	06	19
14324989	1965	11	01
301932	1977	09	17
301933	1977	09	17
4415829	1974	12	19
5122371	1972	01	31
5503866	1971	04	26
1203441	1976	04	01
4547136	1974	12	12
1082783	1976	05	20
302334	1977	10	28
1195141	1976	02	09
4679725	1974	12	18
302837	1977	11	25
4199367	1973	10	30
1086356	1976	12	30
1086358	1976	12	30
1255525	1976	05	25
5503869	1971	04	26
304102	1978	02	18
4146462	1973	10	02
4733477	1973	11	30
304891	1978	04	17
1081889	1976	04	01
4546846	1974	10	17
306431	1978	07	15
306440	1978	07	24
307251	1978	09	01
307554	1978	09	29
307598	1978	09	15
1087641	1977	03	15
1087642	1977	03	15
308537	1978	11	22
945323	1976	08	23
308538	1978	11	22
308540	1978	11	22
4314730	1970	06	01
309002	1978	12	27
309003	1978	12	27
309004	1978	12	27
309941	1979	02	23
815545	1976	05	25
1087932	1977	04	15
5675050	1968	10	28
309942	1979	02	23
864430	1977	07	23
1255523	1976	05	25
5501485	1971	04	13
6008398	1967	09	12
309943	1979	02	23
818091	1976	08	02
311479	1979	05	23
671351	1978	09	25
990590	1977	01	29
312313	1979	07	25
312318	1979	07	16
4679715	1974	12	18
5761948	1969	02	16
1151779	1975	11	05
312320	1979	07	16
561161	1977	10	31
312322	1979	07	16
312914	1979	08	16
957260	1976	10	20
313982	1979	10	17
313985	1979	10	24
5503860	1971	04	26
314977	1979	12	18
315461	1980	01	24
671366	1978	09	25
315462	1980	01	24
315463	1980	01	24
317106	1980	05	14
320310	1977	04	28
4673548	1973	01	09
333097	1977	11	25
1214228	1976	04	10
335047	1977	12	29
815543	1976	06	02
845824	1977	05	12
339982	1978	03	29
1091727	1975	06	29
353254	1978	09	15
894613	1977	10	28
14206423	1965	01	01
413600	1978	03	10
5789806	1969	08	08
957250	1976	10	20
4778133	1974	04	05
5039286	1972	08	28
427323	1979	06	11
430403	1979	06	11
430414	1979	06	11
671297	1978	09	15
438770	1979	07	25
16992240	2010	06	29
439033	1979	07	16
439040	1979	07	16
850203	1977	05	27
1177093	1975	12	20
458642	1979	09	25
874908	1977	08	12
5071402	1972	11	16
458645	1979	09	25
458649	1979	09	25
650513	1978	07	24
845828	1977	05	12
671323	1978	09	15
874895	1977	08	12
894246	1977	10	14
458663	1979	09	25
5124574	1972	02	10
458668	1979	09	25
624994	1978	04	17
458722	1979	09	25
465868	1979	10	26
4840873	1974	09	19
16992511	2013	01	11
465887	1979	10	26
465897	1979	10	26
469712	1979	10	17
874914	1977	08	12
469718	1979	10	17
568176	1978	12	27
469719	1979	10	17
469720	1979	10	17
4754874	1974	01	19
5158595	1972	04	24
469726	1979	10	17
4323271	1971	04	26
469751	1979	10	24
469754	1979	10	24
5575345	1971	07	06
702368	1978	12	27
1097581	1975	11	07
5761950	1969	02	16
469765	1979	10	24
618913	1978	02	23
469777	1979	10	24
690913	1978	11	22
690915	1978	11	22
702372	1978	12	27
469782	1979	10	24
469787	1979	10	24
469794	1979	10	24
633127	1978	05	17
4625268	1972	09	12
469799	1979	10	24
469809	1979	10	24
479296	1979	11	21
479297	1979	11	21
479303	1979	11	21
839458	1977	04	28
479308	1979	11	21
479313	1979	11	21
479810	1979	11	21
479811	1979	11	21
624992	1978	04	17
479900	1979	11	21
762583	1979	04	25
4255176	1971	11	16
4708898	1973	08	06
480203	1979	11	29
480206	1979	11	29
4644326	1973	03	01
480234	1979	11	29
4223199	1966	10	02
16992289	2010	06	29
480239	1979	11	29
5133949	1972	03	17
480244	1979	11	29
480247	1979	11	29
5575343	1971	07	06
702381	1978	12	27
722563	1979	02	26
490357	1979	12	18
490359	1979	12	18
559759	1977	08	12
1185676	1976	02	02
490364	1979	12	18
633148	1978	05	17
633162	1978	05	17
490375	1979	12	18
4637631	1973	02	02
497538	1980	01	19
501574	1980	01	24
1168256	1975	06	29
1176950	1975	12	20
501577	1980	01	24
957157	1976	10	20
4397761	1971	09	23
4411767	1974	12	19
501587	1980	01	24
5972180	1967	09	12
501610	1980	01	24
501613	1980	01	24
671350	1978	09	25
671362	1978	09	25
501652	1980	01	24
1177140	1975	12	30
511929	1980	02	28
511937	1980	02	26
512936	1980	02	28
745104	1979	05	24
512946	1980	02	28
512947	1980	02	28
5780556	1969	06	05
512952	1980	02	28
512954	1980	02	28
566793	1978	09	25
512959	1980	02	28
14155429	1964	09	01
512961	1980	02	28
722570	1979	02	23
722589	1979	02	23
521937	1980	03	27
521940	1980	03	27
521942	1980	03	27
5543415	1971	03	31
5921533	1967	01	09
529088	1980	04	25
624988	1978	04	17
529096	1980	04	25
633094	1978	05	17
690872	1978	11	22
1018273	1977	04	15
4336048	1972	06	19
5972179	1967	09	12
529100	1980	04	25
529102	1980	04	25
529110	1980	04	25
536904	1980	05	14
536907	1980	05	14
536909	1980	05	14
536910	1980	05	14
690862	1978	11	22
16992236	2010	06	29
853287	1977	06	11
731548	1979	03	28
894596	1977	10	28
536915	1980	05	14
536916	1980	05	14
536919	1980	05	14
1133781	1975	08	22
1255524	1976	05	25
536920	1980	05	14
536927	1980	05	14
536928	1980	05	14
702401	1978	12	27
556964	1977	04	28
5543419	1971	03	31
1169319	1975	08	22
1169320	1975	08	22
4838800	1974	08	28
563445	1978	02	18
567227	1978	10	27
1245547	1976	04	01
13944428	1963	12	01
571018	1979	06	11
1185662	1976	01	14
1249781	1976	04	10
5580860	1971	07	27
571466	1979	07	16
571467	1979	07	16
1018229	1977	04	15
573790	1979	12	18
660159	1978	08	28
592194	1978	02	18
592207	1978	02	18
592208	1978	02	18
592210	1978	02	18
599368	1978	03	10
4272546	1974	03	19
4359164	1974	03	19
1255515	1976	05	25
624993	1978	04	17
5544795	1971	04	06
630042	1978	05	17
1252578	1976	05	25
633099	1978	05	17
633114	1978	05	17
633117	1978	05	17
633139	1978	05	17
990592	1977	01	29
4449068	1975	05	10
650431	1978	07	15
4350699	1973	08	03
4303657	1969	03	27
650497	1978	07	15
5074810	1972	11	25
656322	1978	08	14
656545	1978	08	28
660158	1978	08	28
5074384	1972	11	25
667415	1978	09	15
4646584	1973	03	08
5648831	1968	07	03
915836	1977	12	29
5037066	1972	08	22
5698275	1969	01	08
671328	1978	09	15
950613	1976	10	02
845826	1977	05	12
681955	1978	10	25
687764	1978	11	18
1086901	1977	01	25
690884	1978	11	22
690885	1978	11	22
690942	1978	11	22
701355	1978	12	29
702107	1978	12	20
1255518	1976	05	25
4416405	1974	12	19
4687914	1973	04	19
702385	1978	12	27
702405	1978	12	27
708818	1979	01	24
708989	1979	01	26
5547760	1971	04	26
722508	1979	02	26
16783910	2006	06	20
722569	1979	02	23
722592	1979	02	23
722571	1979	02	23
722591	1979	02	23
915770	1977	12	29
1151782	1975	11	05
728678	1979	03	24
5097600	1971	12	08
5571918	1971	11	17
731453	1979	03	28
4449075	1975	05	05
4702455	1973	07	05
16992445	2010	06	29
745066	1979	05	24
745068	1979	05	24
1133787	1975	09	05
745095	1979	05	24
760898	1979	04	26
760903	1979	04	26
760905	1979	04	26
4254317	1971	09	23
765446	1976	04	10
822152	1976	10	20
1177109	1976	01	02
4231033	1968	06	25
4233956	1968	10	28
4693674	1973	05	18
5097601	1971	12	08
978591	1977	01	03
5085329	1973	01	09
850197	1977	05	27
4277490	1974	11	08
5492893	1971	02	25
857001	1977	06	22
4702154	1973	07	02
864433	1977	07	23
874882	1977	08	12
4223424	1966	10	15
16992504	2013	01	11
894247	1977	10	14
4543939	1974	03	18
894542	1977	10	14
4293788	1968	01	19
4293789	1968	01	19
4399777	1972	03	03
5074408	1972	11	25
901900	1977	11	25
4891913	1969	08	03
5122372	1972	01	31
957259	1976	10	20
1151835	1975	11	08
926016	1978	01	27
926018	1978	01	27
5545175	1971	04	06
5545176	1971	04	06
5571933	1971	11	17
4730668	1973	11	12
4261955	1972	09	30
4375172	1975	05	21
5357239	1970	01	24
957210	1976	10	20
974368	1977	01	03
978575	1977	01	03
4335803	1972	06	13
978590	1977	01	03
5085232	1973	01	09
986854	1976	11	21
5413282	1970	03	22
990586	1977	01	29
5796464	1969	09	05
993356	1977	01	25
1203623	1976	03	30
1003242	1977	02	16
4708407	1973	08	03
1018231	1977	04	15
1082355	1976	04	23
5824927	1969	12	01
1084773	1976	09	25
5346531	1969	12	05
1087023	1977	01	29
4637626	1973	02	02
5133950	1972	03	17
14284780	1965	07	01
5693166	1968	12	02
1125489	1975	08	04
1138056	1975	09	09
4292909	1967	12	14
5914249	1966	12	02
4702153	1973	07	02
5016040	1972	06	11
5501490	1971	04	13
5710423	1969	04	08
4836384	1974	08	26
1176943	1975	12	29
16992310	2010	06	29
1177155	1975	12	20
5501267	1971	04	06
5661902	1968	09	05
1202024	1976	03	01
4140192	1975	02	20
5687593	1968	12	20
4709519	1973	08	07
1271294	1976	08	02
4436828	1975	02	27
1279161	1992	12	02
2112194	1990	07	12
2163433	1990	08	08
6090646	1984	11	14
6090649	1984	11	13
6296367	1983	03	17
1279162	1992	12	02
1703576	1991	03	01
2417248	1986	02	19
2440049	1987	08	26
2451739	1988	05	13
2458429	1988	10	17
2458430	1988	10	17
6086916	1984	09	19
6267261	1981	10	14
6296372	1983	03	17
1279670	1992	12	11
1371308	1992	03	20
1380085	1992	09	17
1716678	1991	10	22
2251283	1991	01	16
2352174	1990	07	16
2454282	1988	07	18
2475579	1989	10	06
1281502	1993	01	15
1522514	1992	10	13
1667799	1992	06	26
1696988	1990	09	27
1697197	1990	10	04
1700110	1990	12	19
1716314	1991	10	15
1770436	1992	02	24
2118179	1990	10	02
2120427	1990	11	21
2391662	1990	10	02
2442353	1987	10	15
2445979	1988	01	11
2467963	1989	05	19
1281503	1993	01	15
1700104	1990	12	06
1726175	1992	06	26
1822543	1992	09	02
2299331	1990	03	14
2306494	1990	04	11
2423151	1986	07	07
2432249	1987	02	19
2445901	1988	01	12
2477527	1989	11	01
2579683	1985	05	08
2614371	1990	03	05
3236256	1989	04	28
1281504	1993	01	15
1708824	1991	06	03
1712843	1991	08	22
2231420	1990	12	19
2432247	1987	02	17
2479735	1990	01	05
6096535	1985	02	21
6273533	1982	02	12
6273534	1982	02	12
6292407	1983	01	07
6296366	1983	03	17
6323702	1984	05	11
6887047	1983	10	21
1281505	1993	01	15
2023118	1991	06	03
2213577	1990	11	16
2416913	1986	02	17
2416914	1986	02	17
2443659	1987	11	16
2855644	1989	09	27
6262501	1981	07	09
6737305	1984	08	15
6875938	1983	09	23
7230019	1981	07	09
1281506	1993	01	15
1668341	1992	09	02
1687150	1992	05	07
1698979	1990	11	16
1700105	1990	12	06
1705030	1991	03	27
2165130	1990	08	30
2443683	1987	11	18
2458456	1988	10	26
6251204	1980	11	24
1281507	1993	01	15
1848884	1991	05	02
1875187	1991	09	24
2419481	1986	04	17
3926944	1985	09	16
6324913	1984	06	18
7057161	1982	04	20
7057162	1982	04	20
1282154	1993	02	02
1693089	1990	06	29
1717017	1991	11	18
2419552	1986	03	28
2420977	1986	04	30
2427693	1986	10	02
2443668	1987	11	17
2457675	1988	10	13
2457702	1988	10	13
2478243	1989	12	19
6122479	1982	07	22
6200595	1984	05	11
6267251	1981	10	29
6296371	1983	03	17
6310093	1983	10	08
6875918	1983	09	23
6965707	1980	05	14
1282156	1993	02	02
1712039	1991	08	08
2414437	1985	12	16
2445975	1988	01	11
2457695	1988	10	13
3006852	1986	05	14
1282929	1993	02	17
1697342	1990	10	02
1706951	1991	05	07
1837562	1992	02	24
1968348	1990	04	11
1972190	1990	07	16
2451020	1988	05	12
2457088	1988	09	13
2458453	1988	10	26
2484209	1990	09	04
2537497	1989	03	27
6148411	1984	11	13
1282930	1993	02	17
1282931	1993	02	17
1724671	1992	04	10
2126041	1991	03	01
2443653	1987	11	16
2481035	1990	01	29
2481730	1990	02	22
2886654	1987	09	24
3795091	1987	02	17
2425366	1986	08	20
2432251	1987	02	19
2457676	1988	10	13
6306229	1983	08	11
1282932	1993	02	17
1693685	1990	07	16
1693778	1990	07	19
1698982	1990	11	21
1708819	1991	06	03
1726594	1992	09	02
2621596	1990	03	19
2879595	1987	02	27
3032320	1987	05	28
6136605	1983	10	08
6247423	1980	08	15
6254051	1981	01	26
6478036	1984	11	05
6747867	1984	09	12
7205664	1981	05	21
1283541	1993	03	05
1324075	1992	09	24
1380086	1992	09	17
1432708	1992	12	02
2482887	1990	03	22
6767024	1980	05	23
1284077	1993	04	05
2420976	1986	04	30
2443672	1987	11	17
2451728	1988	05	24
2457703	1988	10	13
2473193	1989	08	25
2482358	1990	02	26
2580967	1985	06	13
2621605	1990	03	19
2621606	1990	03	19
3746687	1986	10	23
6770079	1980	08	28
7120138	1982	12	02
1284078	1993	04	05
1317444	1992	07	02
2161457	1990	07	12
3502143	1988	05	12
1284079	1993	04	05
1375638	1992	07	02
1708821	1991	06	03
1712040	1991	08	08
2432252	1987	02	19
6096532	1985	02	21
1284080	1993	04	05
1338101	1993	04	05
2161924	1990	07	16
2213612	1990	11	21
2425087	1986	07	25
2443684	1987	11	18
2580077	1985	05	10
2580089	1985	05	10
2581262	1985	06	20
3656196	1987	11	19
6097667	1985	02	25
6294290	1983	02	25
1284081	1993	04	05
1667281	1992	06	03
1700111	1990	12	19
2443670	1987	11	17
2470458	1989	07	05
2607445	1990	02	22
2959345	1987	12	16
6323700	1984	05	11
1284310	1993	04	30
1968642	1990	04	06
2580082	1985	05	10
1284312	1993	04	30
1338463	1993	04	30
1474503	1993	02	02
1628142	1992	08	20
1726593	1992	09	02
1910087	1991	10	22
2034678	1991	06	25
2213601	1990	11	21
2422353	1986	06	20
2451723	1988	05	24
2457691	1988	10	13
